,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
103,103,BUENOS AIRES_RAMALLO,"Ramallo, Buenos Aires",JUNTOS POR EL CAMBIO,1.27,0.26,0.2,0.99,40.21,23.4,0.15,0.19,0.23,0.13,0.12,0.44,0.37,0.0,32.02,259.0,52.0,41.0,201.0,8173.0,4756.0,31.0,39.0,46.0,27.0,25.0,90.0,76.0,0.0,6509.0,72.79,30933,22515,9.48,0.03,0.21,2135,7,BUENOS AIRES
104,104,BUENOS AIRES_RAUCH,"Rauch, Buenos Aires",JUNTOS POR EL CAMBIO,1.13,0.01,0.08,0.98,41.82,22.28,0.11,0.21,0.14,0.12,0.12,0.67,0.02,0.0,32.29,96.0,1.0,7.0,83.0,3538.0,1885.0,9.0,18.0,12.0,10.0,10.0,57.0,2.0,0.0,2732.0,67.6,14026,9482,10.27,0.32,0.19,974,30,BUENOS AIRES
105,105,BUENOS AIRES_RIVADAVIA,"Rivadavia, Buenos Aires",JUNTOS POR EL CAMBIO,0.55,0.31,0.06,1.12,43.15,26.5,0.08,0.23,0.15,0.09,0.04,0.28,0.05,0.0,27.38,51.0,29.0,6.0,104.0,4006.0,2460.0,7.0,21.0,14.0,8.0,4.0,26.0,5.0,0.0,2542.0,71.19,14714,10475,10.96,0.04,0.38,1148,4,BUENOS AIRES
106,106,BUENOS AIRES_ROJAS,"Rojas, Buenos Aires",JUNTOS POR EL CAMBIO,1.4,0.41,0.21,2.08,44.64,27.86,0.17,0.29,0.29,0.43,0.12,0.56,0.0,0.01,21.54,191.0,56.0,28.0,283.0,6087.0,3799.0,23.0,39.0,40.0,58.0,16.0,76.0,0.0,2.0,2937.0,72.57,20963,15212,9.47,0.18,0.72,1440,27,BUENOS AIRES
107,107,BUENOS AIRES_ROQUE PEREZ,"Roque Perez, Buenos Aires",JUNTOS POR EL CAMBIO,0.67,0.0,0.05,1.02,42.02,23.81,0.08,0.23,0.07,0.22,0.01,0.42,0.0,0.0,31.4,49.0,0.0,4.0,75.0,3090.0,1751.0,6.0,17.0,5.0,16.0,1.0,31.0,0.0,0.0,2309.0,77.01,11430,8802,15.62,0.2,0.62,1375,18,BUENOS AIRES
108,108,BUENOS AIRES_SAAVEDRA,"Saavedra, Buenos Aires",JUNTOS POR EL CAMBIO,1.17,0.01,0.19,1.8,41.0,34.18,0.33,0.31,0.25,0.29,0.12,0.66,0.0,0.02,19.68,126.0,1.0,20.0,194.0,4421.0,3685.0,36.0,33.0,27.0,31.0,13.0,71.0,0.0,2.0,2122.0,67.97,18454,12544,11.99,0.63,1.43,1504,79,BUENOS AIRES
109,109,BUENOS AIRES_SALADILLO,"Saladillo, Buenos Aires",JUNTOS POR EL CAMBIO,1.32,0.0,0.11,1.19,43.21,28.73,0.22,0.36,0.28,0.48,0.1,0.48,0.0,0.0,23.51,243.0,0.0,20.0,219.0,7935.0,5275.0,41.0,66.0,51.0,89.0,19.0,88.0,0.0,0.0,4317.0,69.54,29199,20304,8.29,0.19,1.08,1683,38,BUENOS AIRES
110,110,BUENOS AIRES_SALLIQUELO,"Salliquelo, Buenos Aires",JUNTOS POR EL CAMBIO,0.45,0.0,0.12,1.09,44.55,21.43,0.1,0.14,0.19,0.1,0.02,0.19,0.0,0.0,31.61,22.0,0.0,6.0,53.0,2166.0,1042.0,5.0,7.0,9.0,5.0,1.0,9.0,0.0,0.0,1537.0,67.84,7830,5312,7.3,0.73,0.43,388,39,BUENOS AIRES
111,111,BUENOS AIRES_SALTO,"Salto, Buenos Aires",LA LIBERTAD AVANZA,1.65,0.37,0.15,2.1,31.93,33.59,0.29,0.25,0.25,0.5,0.21,0.51,0.0,0.0,28.21,335.0,76.0,31.0,427.0,6495.0,6832.0,59.0,50.0,50.0,102.0,43.0,103.0,0.0,0.0,5739.0,72.19,30355,21914,7.03,0.0,0.14,1541,0,BUENOS AIRES
112,112,BUENOS AIRES_SAN ANDRES DE GILES,"San Andres De Giles, Buenos Aires",JUNTOS POR EL CAMBIO,1.36,0.91,0.24,1.33,35.16,29.56,0.27,0.41,0.26,1.06,0.21,0.65,0.0,0.0,28.59,179.0,119.0,31.0,175.0,4616.0,3881.0,35.0,54.0,34.0,139.0,27.0,85.0,0.0,0.0,3753.0,69.88,20759,14506,9.2,0.0,0.3,1335,0,BUENOS AIRES
113,113,BUENOS AIRES_SAN ANTONIO DE ARECO,"San Antonio De Areco, Buenos Aires",JUNTOS POR EL CAMBIO,3.02,0.51,0.09,1.59,40.58,27.0,0.24,0.2,0.26,0.51,0.15,0.4,0.01,0.0,25.45,408.0,69.0,12.0,215.0,5483.0,3648.0,32.0,27.0,35.0,69.0,20.0,54.0,2.0,0.0,3439.0,69.72,20928,14592,6.35,0.14,0.9,927,21,BUENOS AIRES
114,114,BUENOS AIRES_SAN CAYETANO,"San Cayetano, Buenos Aires",JUNTOS POR EL CAMBIO,0.53,0.0,0.1,0.94,52.63,26.63,0.07,0.17,0.12,0.17,0.02,0.72,0.0,0.0,17.9,22.0,0.0,4.0,39.0,2188.0,1107.0,3.0,7.0,5.0,7.0,1.0,30.0,0.0,0.0,744.0,60.5,7368,4458,6.48,0.22,0.04,289,10,BUENOS AIRES
118,118,BUENOS AIRES_SAN NICOLAS,"San Nicolas, Buenos Aires",JUNTOS POR EL CAMBIO,2.89,0.49,0.24,1.28,35.0,29.77,0.3,0.26,0.33,0.47,0.18,1.21,0.03,0.0,27.55,2366.0,404.0,200.0,1047.0,28639.0,24357.0,245.0,215.0,269.0,383.0,147.0,987.0,23.0,3.0,22544.0,69.85,127779,89255,7.63,0.08,0.61,6812,69,BUENOS AIRES
119,119,BUENOS AIRES_SAN PEDRO,"San Pedro, Buenos Aires",LA LIBERTAD AVANZA,1.59,0.32,0.16,2.25,31.96,33.04,0.23,0.28,0.29,0.42,0.26,0.87,0.17,0.01,28.15,536.0,107.0,55.0,756.0,10759.0,11121.0,78.0,93.0,99.0,142.0,88.0,292.0,57.0,2.0,9477.0,67.5,54392,36712,7.4,0.11,0.79,2718,41,BUENOS AIRES
121,121,BUENOS AIRES_SUIPACHA,"Suipacha, Buenos Aires",JUNTOS POR EL CAMBIO,0.84,0.21,0.06,1.04,37.05,25.86,0.06,0.13,0.06,0.05,0.08,0.39,0.16,0.1,33.9,52.0,13.0,4.0,64.0,2281.0,1592.0,4.0,8.0,4.0,3.0,5.0,24.0,10.0,6.0,2087.0,68.47,9856,6748,8.22,0.04,0.49,555,3,BUENOS AIRES
122,122,BUENOS AIRES_TANDIL,"Tandil, Buenos Aires",JUNTOS POR EL CAMBIO,2.1,0.25,0.19,2.21,40.73,27.49,0.32,0.25,0.4,0.33,0.19,1.05,0.39,0.03,24.08,1569.0,183.0,142.0,1651.0,30393.0,20512.0,241.0,187.0,299.0,243.0,139.0,783.0,289.0,25.0,17970.0,69.93,114862,80326,5.76,0.14,1.2,4628,111,BUENOS AIRES
123,123,BUENOS AIRES_TAPALQUE,"Tapalque, Buenos Aires",JUNTOS POR EL CAMBIO,0.58,0.0,0.11,0.49,39.81,23.13,0.09,0.22,0.16,0.0,0.07,0.09,0.0,0.0,35.24,32.0,0.0,6.0,27.0,2189.0,1272.0,5.0,12.0,9.0,0.0,4.0,5.0,0.0,0.0,1938.0,68.97,8861,6111,9.34,0.29,0.38,571,18,BUENOS AIRES
125,125,BUENOS AIRES_TORDILLO,"Tordillo, Buenos Aires",UNION POR LA PATRIA,0.23,0.0,0.0,0.17,37.74,17.2,0.06,0.35,0.06,0.06,0.0,0.4,0.0,0.0,43.73,4.0,0.0,0.0,3.0,656.0,299.0,1.0,6.0,1.0,1.0,0.0,7.0,0.0,0.0,760.0,78.6,2411,1895,7.34,0.21,0.74,139,4,BUENOS AIRES
126,126,BUENOS AIRES_TORNQUIST,"Tornquist, Buenos Aires",JUNTOS POR EL CAMBIO,1.24,0.0,0.14,1.9,35.03,29.67,0.17,0.19,0.19,0.11,0.18,0.74,0.01,0.01,30.43,119.0,0.0,13.0,182.0,3352.0,2839.0,16.0,18.0,18.0,11.0,17.0,71.0,1.0,1.0,2912.0,66.0,15807,10432,7.54,0.19,0.53,787,20,BUENOS AIRES
127,127,BUENOS AIRES_TRENQUE LAUQUEN,"Trenque Lauquen, Buenos Aires",JUNTOS POR EL CAMBIO,1.34,0.01,0.22,1.71,40.5,29.42,0.27,0.34,0.36,0.61,0.18,0.8,0.1,0.0,24.12,333.0,2.0,55.0,423.0,10034.0,7290.0,67.0,85.0,89.0,152.0,45.0,199.0,25.0,1.0,5976.0,65.5,41515,27193,7.88,0.22,0.79,2142,60,BUENOS AIRES
128,128,BUENOS AIRES_TRES ARROYOS,"Tres Arroyos, Buenos Aires",JUNTOS POR EL CAMBIO,2.38,0.0,0.18,2.01,37.07,27.12,0.26,0.33,0.48,0.45,0.06,1.11,0.0,0.0,28.55,736.0,1.0,56.0,623.0,11479.0,8399.0,82.0,101.0,149.0,139.0,19.0,343.0,0.0,0.0,8840.0,65.21,53367,34801,9.78,0.16,1.09,3402,54,BUENOS AIRES
130,130,BUENOS AIRES_TRES LOMAS,"Tres Lomas, Buenos Aires",UNION POR LA PATRIA,0.64,0.14,0.21,1.0,36.38,21.64,0.17,0.38,0.26,0.21,0.07,0.26,0.0,0.0,38.64,27.0,6.0,9.0,42.0,1530.0,910.0,7.0,16.0,11.0,9.0,3.0,11.0,0.0,0.0,1625.0,71.9,6836,4915,13.75,0.18,0.49,676,9,BUENOS AIRES
132,132,BUENOS AIRES_VILLA GESELL,"Villa Gesell, Buenos Aires",JUNTOS POR EL CAMBIO,1.96,0.01,0.17,1.47,33.31,29.07,0.22,0.22,0.31,0.28,0.16,0.74,0.0,0.0,32.09,343.0,1.0,29.0,257.0,5841.0,5097.0,38.0,38.0,55.0,49.0,28.0,130.0,0.0,0.0,5627.0,58.36,32600,19025,6.8,0.11,0.94,1293,21,BUENOS AIRES
133,133,BUENOS AIRES_VILLARINO,"Villarino, Buenos Aires",LA LIBERTAD AVANZA,1.21,0.0,0.24,0.97,32.28,46.87,0.22,0.45,0.38,0.43,0.15,0.62,0.0,0.0,16.18,173.0,0.0,35.0,139.0,4617.0,6705.0,32.0,65.0,54.0,61.0,21.0,89.0,0.0,0.0,2314.0,68.6,24991,17145,15.33,0.38,0.85,2629,65,BUENOS AIRES
206,206,CORDOBA_CALAMUCHITA,"Calamuchita, Cordoba",LA LIBERTAD AVANZA,1.38,0.16,0.15,26.7,24.75,33.17,0.25,0.1,0.24,0.18,0.16,0.78,0.26,0.0,11.71,536.0,63.0,60.0,10405.0,9646.0,12927.0,97.0,40.0,93.0,71.0,62.0,304.0,102.0,0.0,4564.0,64.35,62632,40306,1.79,0.02,1.51,721,8,CORDOBA
207,207,CORDOBA_CAPITAL,"Capital, Cordoba",LA LIBERTAD AVANZA,2.32,0.11,0.12,30.2,25.76,31.86,0.18,0.14,0.08,0.26,0.09,0.64,0.18,0.01,8.05,17912.0,857.0,915.0,232780.0,198532.0,245608.0,1380.0,1069.0,632.0,1995.0,695.0,4915.0,1397.0,44.0,62054.0,69.89,1131854,791091,1.31,0.06,1.2,10392,457,CORDOBA
208,208,CORDOBA_COLON,"Colon, Cordoba",LA LIBERTAD AVANZA,1.67,0.14,0.12,27.88,26.04,34.84,0.15,0.1,0.15,0.24,0.11,0.59,0.19,0.0,7.75,2844.0,243.0,199.0,47389.0,44260.0,59212.0,259.0,178.0,255.0,409.0,192.0,1004.0,328.0,4.0,13179.0,69.28,252221,174731,1.5,0.03,1.2,2623,56,CORDOBA
209,209,CORDOBA_CRUZ DEL EJE,"Cruz Del Eje, Cordoba",HACEMOS POR NUESTRO PAIS,0.81,0.25,0.29,31.87,19.92,27.93,0.29,0.2,0.21,0.22,0.21,0.78,0.34,0.02,16.64,233.0,72.0,83.0,9123.0,5702.0,7995.0,84.0,58.0,61.0,62.0,60.0,224.0,96.0,7.0,4762.0,55.27,53674,29664,2.18,0.08,1.25,646,25,CORDOBA
210,210,CORDOBA_GENERAL ROCA,"General Roca, Cordoba",LA LIBERTAD AVANZA,0.47,0.23,0.13,25.16,26.08,37.97,0.16,0.09,0.22,0.06,0.1,0.69,0.19,0.01,8.45,82.0,41.0,23.0,4402.0,4563.0,6644.0,28.0,15.0,39.0,10.0,18.0,121.0,34.0,1.0,1478.0,60.71,29517,17919,1.67,0.01,0.67,299,1,CORDOBA
211,211,CORDOBA_GENERAL SAN MARTIN,"General San Martin, Cordoba",LA LIBERTAD AVANZA,1.13,0.18,0.15,20.3,27.68,35.74,0.28,0.14,0.28,0.17,0.14,1.0,0.23,0.0,12.57,897.0,140.0,122.0,16062.0,21900.0,28279.0,220.0,112.0,218.0,132.0,112.0,793.0,184.0,2.0,9948.0,67.11,121323,81424,1.74,0.04,1.05,1419,29,CORDOBA
212,212,CORDOBA_ISCHILIN,"Ischilin, Cordoba",LA LIBERTAD AVANZA,0.92,0.16,0.2,31.26,20.14,35.22,0.16,0.06,0.15,0.17,0.11,0.68,0.22,0.0,10.56,171.0,30.0,37.0,5813.0,3745.0,6550.0,29.0,11.0,28.0,31.0,20.0,127.0,41.0,0.0,1964.0,64.17,29927,19204,1.97,0.04,1.16,378,7,CORDOBA
213,213,CORDOBA_JUAREZ CELMAN,"Juarez Celman, Cordoba",LA LIBERTAD AVANZA,0.67,0.21,0.16,22.81,23.24,43.48,0.2,0.15,0.23,0.16,0.15,0.79,0.23,0.0,7.51,247.0,77.0,60.0,8403.0,8562.0,16017.0,73.0,57.0,85.0,58.0,56.0,290.0,85.0,0.0,2767.0,68.25,55869,38128,2.07,0.01,1.3,789,5,CORDOBA
214,214,CORDOBA_MARCOS JUAREZ,"Marcos Juarez, Cordoba",LA LIBERTAD AVANZA,0.63,0.13,0.14,21.29,30.83,34.95,0.18,0.11,0.26,0.08,0.09,0.73,0.17,0.0,10.39,378.0,77.0,84.0,12838.0,18588.0,21073.0,109.0,66.0,157.0,51.0,57.0,443.0,100.0,0.0,6266.0,68.98,89827,61960,2.02,0.01,0.67,1250,9,CORDOBA
215,215,CORDOBA_MINAS,"Minas, Cordoba",HACEMOS POR NUESTRO PAIS,0.7,0.39,0.23,45.27,21.49,19.28,0.12,0.31,0.31,0.23,0.16,0.58,0.16,0.0,10.78,18.0,10.0,6.0,1167.0,554.0,497.0,3.0,8.0,8.0,6.0,4.0,15.0,4.0,0.0,278.0,51.92,5154,2676,1.64,1.31,0.71,44,35,CORDOBA
216,216,CORDOBA_POCHO,"Pocho, Cordoba",HACEMOS POR NUESTRO PAIS,0.73,0.23,0.23,37.11,31.79,21.19,0.04,0.12,0.15,0.08,0.04,0.39,0.15,0.0,7.75,19.0,6.0,6.0,963.0,825.0,550.0,1.0,3.0,4.0,2.0,1.0,10.0,4.0,0.0,201.0,54.35,4892,2659,1.92,0.0,0.49,51,0,CORDOBA
217,217,CORDOBA_PRESIDENTE ROQUE SAENZ PEÑA,"Presidente Roque Saenz Peña, Cordoba",LA LIBERTAD AVANZA,0.63,0.27,0.14,30.77,26.01,32.84,0.24,0.1,0.27,0.14,0.12,1.05,0.09,0.0,7.33,127.0,54.0,28.0,6223.0,5259.0,6641.0,48.0,21.0,54.0,28.0,25.0,213.0,18.0,0.0,1482.0,65.62,31646,20765,1.67,0.01,0.93,347,3,CORDOBA
218,218,CORDOBA_PUNILLA,"Punilla, Cordoba",LA LIBERTAD AVANZA,1.58,0.17,0.13,26.6,26.52,32.5,0.22,0.11,0.3,0.25,0.12,0.7,0.23,0.0,10.57,1880.0,197.0,160.0,31652.0,31557.0,38679.0,262.0,134.0,354.0,298.0,146.0,835.0,273.0,0.0,12585.0,64.57,189780,122546,1.34,0.02,1.52,1643,23,CORDOBA
219,219,CORDOBA_RIO CUARTO,"Rio Cuarto, Cordoba",LA LIBERTAD AVANZA,0.96,0.15,0.14,22.27,26.92,38.12,0.21,0.11,0.21,0.33,0.09,0.73,0.19,0.0,9.57,1368.0,216.0,195.0,31719.0,38342.0,54293.0,302.0,151.0,301.0,468.0,127.0,1042.0,266.0,1.0,13637.0,66.08,222383,146949,1.66,0.02,1.39,2438,35,CORDOBA
220,220,CORDOBA_RIO PRIMERO,"Rio Primero, Cordoba",LA LIBERTAD AVANZA,0.72,0.17,0.17,28.24,23.7,39.18,0.17,0.06,0.08,0.09,0.13,0.55,0.14,0.0,6.62,210.0,48.0,48.0,8209.0,6888.0,11387.0,48.0,17.0,22.0,26.0,39.0,159.0,40.0,0.0,1925.0,67.41,44173,29775,1.62,0.01,0.75,481,4,CORDOBA
221,221,CORDOBA_RIO SECO,"Rio Seco, Cordoba",LA LIBERTAD AVANZA,0.49,0.19,0.29,31.59,22.11,33.22,0.11,0.03,0.01,0.21,0.24,0.65,0.26,0.0,10.6,37.0,14.0,22.0,2387.0,1671.0,2510.0,8.0,2.0,1.0,16.0,18.0,49.0,20.0,0.0,801.0,56.06,13894,7789,2.13,0.03,0.83,166,2,CORDOBA
222,222,CORDOBA_RIO SEGUNDO,"Rio Segundo, Cordoba",LA LIBERTAD AVANZA,0.64,0.3,0.16,28.78,25.25,37.63,0.17,0.1,0.23,0.13,0.09,0.67,0.12,0.0,5.73,421.0,199.0,102.0,18798.0,16496.0,24580.0,111.0,64.0,147.0,85.0,62.0,437.0,77.0,0.0,3740.0,70.57,95060,67080,1.63,0.02,0.98,1091,11,CORDOBA
223,223,CORDOBA_SAN ALBERTO,"San Alberto, Cordoba",HACEMOS POR NUESTRO PAIS,1.41,0.25,0.18,34.08,19.15,32.2,0.23,0.13,0.24,0.37,0.16,0.8,0.19,0.0,10.59,328.0,57.0,41.0,7904.0,4442.0,7468.0,54.0,31.0,56.0,85.0,38.0,185.0,45.0,0.0,2456.0,61.77,38813,23973,1.91,0.03,1.33,457,6,CORDOBA
224,224,CORDOBA_SAN JAVIER,"San Javier, Cordoba",LA LIBERTAD AVANZA,1.34,0.28,0.23,25.23,20.89,35.21,0.25,0.17,0.32,0.21,0.22,0.88,0.17,0.0,14.61,430.0,89.0,73.0,8093.0,6699.0,11292.0,80.0,56.0,103.0,67.0,69.0,281.0,56.0,0.0,4685.0,61.69,53733,33148,2.1,0.01,1.14,696,2,CORDOBA
225,225,CORDOBA_SAN JUSTO,"San Justo, Cordoba",LA LIBERTAD AVANZA,0.71,0.16,0.21,29.93,24.02,36.23,0.16,0.1,0.22,0.1,0.09,0.69,0.11,0.0,7.27,886.0,198.0,255.0,37194.0,29842.0,45025.0,202.0,129.0,271.0,127.0,107.0,856.0,134.0,1.0,9034.0,67.04,190369,127616,1.58,0.05,1.01,2013,59,CORDOBA
226,226,CORDOBA_SANTA MARIA,"Santa Maria, Cordoba",LA LIBERTAD AVANZA,1.32,0.16,0.12,30.3,23.11,34.98,0.2,0.1,0.22,0.38,0.09,0.63,0.13,0.0,8.25,1002.0,121.0,93.0,22919.0,17480.0,26460.0,152.0,73.0,164.0,290.0,71.0,475.0,100.0,0.0,6241.0,68.89,113027,77869,1.51,0.04,1.3,1179,35,CORDOBA
227,227,CORDOBA_SOBREMONTE,"Sobremonte, Cordoba",HACEMOS POR NUESTRO PAIS,0.46,0.13,0.08,44.54,29.67,17.57,0.04,0.04,0.0,0.21,0.0,0.55,0.08,0.0,6.62,11.0,3.0,2.0,1057.0,704.0,417.0,1.0,1.0,0.0,5.0,0.0,13.0,2.0,0.0,157.0,55.34,4369,2418,1.57,0.0,0.29,38,0,CORDOBA
228,228,CORDOBA_TERCERO ARRIBA,"Tercero Arriba, Cordoba",LA LIBERTAD AVANZA,0.74,0.15,0.16,28.22,25.29,36.2,0.25,0.13,0.25,0.1,0.08,0.57,0.17,0.0,7.69,511.0,102.0,110.0,19498.0,17472.0,25011.0,174.0,90.0,170.0,70.0,58.0,396.0,114.0,0.0,5313.0,69.96,101330,70889,1.49,0.02,1.04,1055,11,CORDOBA
229,229,CORDOBA_TOTORAL,"Totoral, Cordoba",LA LIBERTAD AVANZA,0.61,0.23,0.14,26.24,29.25,36.04,0.1,0.13,0.05,0.12,0.12,0.49,0.23,0.01,6.24,75.0,29.0,17.0,3252.0,3626.0,4467.0,13.0,16.0,6.0,15.0,15.0,61.0,29.0,1.0,773.0,67.34,18840,12687,1.59,0.04,0.67,202,5,CORDOBA
230,230,CORDOBA_TULUMBA,"Tulumba, Cordoba",HACEMOS POR NUESTRO PAIS,0.7,0.16,0.28,38.91,21.48,29.58,0.15,0.06,0.07,0.59,0.06,0.61,0.13,0.0,7.22,47.0,11.0,19.0,2625.0,1449.0,1996.0,10.0,4.0,5.0,40.0,4.0,41.0,9.0,0.0,487.0,53.41,12915,6898,1.41,0.03,0.75,97,2,CORDOBA
231,231,CORDOBA_UNION,"Union, Cordoba",LA LIBERTAD AVANZA,0.75,0.2,0.17,21.58,27.01,37.48,0.24,0.11,0.29,0.19,0.11,0.8,0.12,0.0,10.95,465.0,122.0,107.0,13307.0,16652.0,23106.0,145.0,65.0,179.0,118.0,67.0,495.0,77.0,0.0,6751.0,65.65,96734,63505,2.03,0.02,0.86,1287,13,CORDOBA
257,257,ENTRE RIOS_COLON,"Colon, Entre Rios",JUNTOS POR EL CAMBIO,1.23,0.08,0.23,2.29,37.36,26.4,0.27,0.17,0.32,0.18,0.25,0.83,0.01,0.0,30.37,455.0,30.0,86.0,848.0,13856.0,9789.0,100.0,64.0,120.0,68.0,93.0,309.0,3.0,1.0,11262.0,71.46,60101,42946,12.33,0.05,1.27,5295,23,ENTRE RIOS
258,258,ENTRE RIOS_CONCORDIA,"Concordia, Entre Rios",UNION POR LA PATRIA,1.73,0.17,0.19,0.79,33.58,23.14,0.27,0.17,0.33,0.13,0.25,0.8,0.01,0.03,38.41,1538.0,153.0,169.0,703.0,29779.0,20524.0,238.0,150.0,291.0,115.0,224.0,709.0,5.0,26.0,34059.0,70.02,149196,104464,13.43,0.05,1.62,14031,53,ENTRE RIOS
259,259,ENTRE RIOS_DIAMANTE,"Diamante, Entre Rios",JUNTOS POR EL CAMBIO,0.79,0.1,0.17,1.63,39.46,29.35,0.16,0.15,0.25,0.14,0.19,0.67,0.0,0.0,26.92,205.0,27.0,44.0,422.0,10236.0,7614.0,42.0,39.0,66.0,37.0,48.0,174.0,1.0,0.0,6984.0,70.39,43475,30600,13.76,0.04,1.43,4212,11,ENTRE RIOS
260,260,ENTRE RIOS_FEDERACION,"Federacion, Entre Rios",JUNTOS POR EL CAMBIO,0.75,0.01,0.27,0.73,34.96,28.29,0.16,0.18,0.29,0.13,0.26,0.55,0.01,0.01,33.4,291.0,5.0,103.0,281.0,13512.0,10931.0,61.0,69.0,112.0,51.0,101.0,211.0,5.0,3.0,12909.0,73.7,63935,47123,16.33,0.16,1.51,7693,74,ENTRE RIOS
261,261,ENTRE RIOS_FEDERAL,"Federal, Entre Rios",UNION POR LA PATRIA,0.79,0.01,0.22,0.92,25.69,21.37,0.14,0.14,0.48,0.25,0.19,0.94,0.03,0.0,48.82,106.0,1.0,30.0,124.0,3453.0,2872.0,19.0,19.0,65.0,34.0,26.0,126.0,4.0,0.0,6562.0,69.42,24398,16938,18.55,0.12,1.98,3142,20,ENTRE RIOS
262,262,ENTRE RIOS_FELICIANO,"Feliciano, Entre Rios",UNION POR LA PATRIA,0.38,0.0,0.1,1.0,31.74,18.44,0.08,0.12,0.23,0.13,0.2,0.35,0.0,0.0,47.23,23.0,0.0,6.0,60.0,1914.0,1112.0,5.0,7.0,14.0,8.0,12.0,21.0,0.0,0.0,2848.0,70.14,13820,9694,37.11,0.12,0.57,3597,12,ENTRE RIOS
263,263,ENTRE RIOS_GUALEGUAY,"Gualeguay, Entre Rios",JUNTOS POR EL CAMBIO,1.1,0.02,0.35,1.53,44.83,25.48,0.22,0.27,0.46,0.27,0.34,0.73,0.03,0.01,24.36,308.0,5.0,98.0,428.0,12513.0,7112.0,62.0,74.0,128.0,74.0,95.0,205.0,8.0,4.0,6799.0,69.13,48440,33485,14.89,0.18,1.56,4987,61,ENTRE RIOS
264,264,ENTRE RIOS_GUALEGUAYCHU,"Gualeguaychu, Entre Rios",JUNTOS POR EL CAMBIO,1.69,0.11,0.32,1.44,40.61,28.21,0.35,0.19,0.38,0.24,0.29,0.75,0.01,0.0,25.42,1196.0,78.0,227.0,1018.0,28763.0,19981.0,249.0,137.0,267.0,170.0,208.0,528.0,5.0,2.0,18005.0,75.6,103041,77895,7.55,0.11,1.41,5882,82,ENTRE RIOS
265,265,ENTRE RIOS_ISLAS DEL IBICUY,"Islas Del Ibicuy, Entre Rios",UNION POR LA PATRIA,0.79,0.0,0.09,0.62,39.33,16.0,0.15,0.16,0.16,0.18,0.21,0.41,0.0,0.03,41.89,54.0,0.0,6.0,42.0,2682.0,1091.0,10.0,11.0,11.0,12.0,14.0,28.0,0.0,2.0,2857.0,65.21,12440,8112,14.35,0.43,1.15,1164,35,ENTRE RIOS
266,266,ENTRE RIOS_LA PAZ,"La Paz, Entre Rios",UNION POR LA PATRIA,0.98,0.09,0.2,1.29,31.22,20.63,0.17,0.16,0.19,0.12,0.17,0.52,0.01,0.01,44.24,354.0,32.0,71.0,464.0,11242.0,7430.0,60.0,59.0,70.0,43.0,62.0,187.0,3.0,2.0,15932.0,70.55,61085,43095,14.76,0.5,1.18,6360,216,ENTRE RIOS
267,267,ENTRE RIOS_NOGOYA,"Nogoya, Entre Rios",JUNTOS POR EL CAMBIO,1.71,0.03,0.39,1.48,39.05,26.86,0.25,0.18,0.25,0.21,0.23,0.87,0.01,0.0,28.48,350.0,6.0,79.0,303.0,7982.0,5491.0,52.0,37.0,51.0,43.0,46.0,177.0,2.0,0.0,5821.0,71.39,34812,24853,16.6,0.06,1.09,4126,16,ENTRE RIOS
268,268,ENTRE RIOS_PARANA,"Parana, Entre Rios",JUNTOS POR EL CAMBIO,1.66,0.1,0.21,1.3,38.0,25.17,0.32,0.17,0.31,0.29,0.15,0.67,0.02,0.01,31.64,3341.0,193.0,412.0,2612.0,76321.0,50552.0,647.0,341.0,632.0,575.0,308.0,1336.0,37.0,11.0,63546.0,71.26,318136,226716,9.73,0.14,1.53,22067,320,ENTRE RIOS
