,id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
150,CATAMARCA_VALLE VIEJO,"Valle Viejo, Catamarca",Alianza Frente para la Victoria,2.15,4.85,2.18,1.34,71.77,16.49,1.22,300,678,305,187,10033,2305,171,78.52,18247,14328,1.62,0.06,0.75,232,9,108,CATAMARCA
168,JUJUY_VALLE GRANDE,"Valle Grande, Jujuy",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,JUJUY
285,JUJUY_COCHINOCA,"Cochinoca, Jujuy",Alianza Frente para la Victoria,1.34,4.93,0.56,0.8,68.34,22.83,1.2,74,271,31,44,3760,1256,66,78.07,7507,5861,5.03,0.29,0.8,295,17,47,JUJUY
286,JUJUY_EL CARMEN,"El Carmen, Jujuy",Alianza Frente para la Victoria,3.02,5.79,3.99,1.4,70.95,13.92,0.94,1219,2335,1612,563,28630,5617,379,80.28,54345,43629,6.51,0.25,0.74,2839,110,325,JUJUY
287,JUJUY_DOCTOR MANUEL BELGRANO,"General Belgrano, Jujuy",Alianza Frente para la Victoria,5.18,12.54,2.21,3.03,51.25,24.25,1.54,6485,15701,2763,3800,64181,30367,1932,78.97,171815,135675,6.34,0.13,1.22,8605,183,1658,JUJUY
288,JUJUY_HUMAHUACA,"Humahuaca, Jujuy",Alianza Frente para la Victoria,2.28,5.14,1.0,1.3,67.48,21.5,1.3,164,369,72,93,4845,1544,93,72.8,11340,8255,11.71,0.19,1.11,967,16,92,JUJUY
289,JUJUY_LEDESMA,"Ledesma, Jujuy",Alianza Frente para la Victoria,2.92,4.49,0.81,1.52,75.6,13.77,0.88,1029,1585,286,538,26678,4860,311,76.21,50015,38114,5.74,0.83,0.84,2187,318,322,JUJUY
290,JUJUY_PALPALA,"Palpala, Jujuy",Alianza Frente para la Victoria,3.28,7.93,1.78,2.23,67.12,16.51,1.16,826,1998,449,561,16920,4161,293,81.8,33186,27147,6.28,0.05,0.81,1706,13,220,JUJUY
291,JUJUY_RINCONADA,"Rinconada, Jujuy",Alianza Frente para la Victoria,0.53,2.35,1.17,0.21,84.65,10.55,0.53,5,22,11,2,794,99,5,68.29,1441,984,4.57,0.0,0.1,45,0,1,JUJUY
292,JUJUY_SAN ANTONIO,"San Antonio, Jujuy",Alianza Frente para la Victoria,2.11,4.14,1.12,0.65,67.96,23.37,0.65,49,96,26,15,1576,542,15,81.02,3050,2471,5.18,0.69,0.28,128,17,7,JUJUY
293,JUJUY_SAN PEDRO,"San Pedro, Jujuy",Alianza Frente para la Victoria,2.95,5.3,1.34,1.22,73.89,14.55,0.75,1009,1813,460,417,25279,4977,258,76.87,49073,37723,8.45,0.15,0.71,3186,58,266,JUJUY
294,JUJUY_SANTA BARBARA,"Santa Barbara, Jujuy",Alianza Frente para la Victoria,0.77,1.68,0.83,0.35,86.79,9.07,0.51,67,146,72,30,7520,786,44,77.38,11665,9026,3.27,0.41,0.32,295,37,29,JUJUY
295,JUJUY_SANTA CATALINA,"Santa Catalina, Jujuy",Alianza Frente para la Victoria,0.44,0.95,0.32,0.44,87.61,9.85,0.38,7,15,5,7,1379,155,6,70.95,2313,1641,3.47,0.3,0.3,57,5,5,JUJUY
296,JUJUY_SUSQUES,"Susques, Jujuy",Alianza Frente para la Victoria,0.66,2.3,0.39,0.66,73.21,21.92,0.86,10,35,6,10,1112,333,13,75.94,2107,1600,3.56,0.81,0.69,57,13,11,JUJUY
297,JUJUY_TILCARA,"Tilcara, Jujuy",Alianza Frente para la Victoria,1.65,5.14,1.77,0.99,64.28,25.42,0.74,98,305,105,59,3813,1508,44,82.25,7897,6495,8.19,0.09,0.38,532,6,25,JUJUY
298,JUJUY_TUMBAYA,"Tumbaya, Jujuy",Alianza Frente para la Victoria,1.29,5.99,1.26,0.96,65.98,23.89,0.63,39,181,38,29,1994,722,19,82.15,3939,3236,5.84,0.12,0.65,189,4,21,JUJUY
299,JUJUY_YAVI,"Yavi, Jujuy",Alianza Frente para la Victoria,1.68,3.71,1.03,0.57,79.92,12.24,0.86,151,333,92,51,7171,1098,77,72.99,13711,10007,9.41,0.08,0.84,942,8,84,JUJUY
322,LA RIOJA_ARAUCO,"Arauco, La Rioja",Alianza Frente para la Victoria,10.57,4.33,2.98,0.97,68.01,12.36,0.78,652,267,184,60,4194,762,48,67.11,10308,6918,7.4,2.11,1.34,512,146,93,LA RIOJA
323,LA RIOJA_CAPITAL,"Capital, La Rioja",Alianza Frente para la Victoria,24.9,7.56,2.36,1.96,45.69,16.43,1.11,19665,5971,1861,1545,36085,12975,880,76.84,119124,91539,12.41,0.13,1.17,11362,123,1072,LA RIOJA
324,LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",Alianza Frente para la Victoria,9.95,4.69,1.97,0.23,68.33,14.04,0.79,263,124,52,6,1806,371,21,80.04,3797,3039,12.77,0.07,0.2,388,2,6,LA RIOJA
325,LA RIOJA_CHAMICAL,"Chamical, La Rioja",Alianza Frente para la Victoria,18.79,7.11,1.24,0.61,52.22,19.6,0.43,1261,477,83,41,3504,1315,29,72.13,10410,7509,8.96,0.61,1.07,673,46,80,LA RIOJA
326,LA RIOJA_CHILECITO,"Chilecito, La Rioja",Alianza Frente para la Victoria,21.84,5.61,1.63,1.35,44.16,24.54,0.87,4558,1170,340,281,9216,5121,182,76.18,31224,23787,11.36,0.09,0.82,2703,22,194,LA RIOJA
327,LA RIOJA_FAMATINA,"Famatina, La Rioja",Alianza Frente para la Victoria,14.58,4.76,1.01,1.2,52.5,25.11,0.82,460,150,32,38,1656,792,26,78.4,4704,3688,12.64,1.08,0.76,466,40,28,LA RIOJA
328,LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",Alianza Frente para la Victoria,9.11,4.08,1.73,0.96,64.34,18.97,0.81,438,196,83,46,3093,912,39,74.99,7769,5826,16.86,0.0,0.64,982,0,37,LA RIOJA
329,LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",Alianza Frente para la Victoria,13.79,1.34,1.12,0.37,57.68,25.11,0.6,185,18,15,5,774,337,8,69.92,2294,1604,15.77,0.0,0.56,253,0,9,LA RIOJA
330,LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",Alianza Frente para la Victoria,19.98,4.15,1.48,0.6,53.94,19.27,0.6,703,146,52,21,1898,678,21,70.16,5483,3847,7.54,0.0,0.99,290,0,38,LA RIOJA
331,LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",Alianza Frente para la Victoria,9.23,1.76,0.93,1.04,65.15,21.27,0.62,89,17,9,10,628,205,6,70.58,1574,1111,13.05,0.09,0.09,145,1,1,LA RIOJA
332,LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",Alianza Frente para la Victoria,11.89,3.19,0.72,0.56,75.54,7.71,0.4,447,120,27,21,2841,290,15,71.14,5720,4069,7.15,0.05,0.37,291,2,15,LA RIOJA
333,LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",Alianza Frente para la Victoria,15.72,3.54,1.45,0.3,63.49,15.21,0.3,369,83,34,7,1490,357,7,73.95,3647,2697,12.05,0.0,0.93,325,0,25,LA RIOJA
334,LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",Alianza Frente para la Victoria,13.19,3.26,1.85,1.26,67.83,11.64,0.96,178,44,25,17,915,157,13,79.8,2129,1699,20.36,0.0,0.24,346,0,4,LA RIOJA
335,LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",Alianza Frente para la Victoria,20.07,4.37,3.27,0.79,55.69,15.23,0.58,381,83,62,15,1057,289,11,71.74,3181,2282,16.04,0.04,0.74,366,1,17,LA RIOJA
336,LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",Alianza Frente para la Victoria,15.7,2.21,1.52,1.17,67.45,11.48,0.47,1004,141,97,75,4313,734,30,72.3,10429,7540,14.39,0.09,0.72,1085,7,54,LA RIOJA
337,LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",Alianza Frente para la Victoria,15.3,2.69,0.95,1.0,62.81,16.35,0.9,307,54,19,20,1260,328,18,76.73,2944,2259,10.49,0.31,0.4,237,7,9,LA RIOJA
338,LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",Alianza Frente para la Victoria,12.62,3.56,1.75,0.79,70.17,10.45,0.66,209,59,29,13,1162,173,11,80.58,2359,1901,10.36,0.37,2.16,197,7,41,LA RIOJA
339,LA RIOJA_VINCHINA,"Vinchina, La Rioja",Alianza Frente para la Victoria,6.76,3.31,2.91,0.68,67.55,18.32,0.47,100,49,43,10,999,271,7,71.38,2289,1634,9.42,0.0,0.06,154,0,1,LA RIOJA
404,SALTA_ANTA,"Anta, Salta",Alianza Frente para la Victoria,1.72,2.99,3.64,0.92,78.01,11.81,0.91,466,808,985,250,21115,3197,245,72.63,37738,27409,0.86,0.03,0.36,236,8,99,SALTA
405,SALTA_CACHI,"Cachi, Salta",Alianza Frente para la Victoria,2.13,5.64,3.9,2.06,65.06,19.6,1.61,81,214,148,78,2469,744,61,71.49,5472,3912,2.48,0.03,0.49,97,1,19,SALTA
406,SALTA_CAFAYATE,"Cafayate, Salta",Alianza Frente para la Victoria,2.48,6.34,3.03,1.37,70.92,14.75,1.12,192,491,235,106,5496,1143,87,76.79,10270,7886,0.77,0.11,0.84,61,9,66,SALTA
407,SALTA_CAPITAL,"Capital, Salta",Alianza Frente para la Victoria,4.39,13.18,4.76,5.32,52.59,17.93,1.82,11876,35686,12904,14419,142420,48564,4940,78.14,354457,276981,0.87,0.19,1.16,2416,530,3226,SALTA
408,SALTA_CERRILLOS,"Cerrillos, Salta",Alianza Frente para la Victoria,3.58,8.24,4.77,3.57,61.7,16.59,1.54,598,1377,796,597,10307,2771,258,80.41,21085,16954,0.74,0.11,0.63,125,18,107,SALTA
409,SALTA_CHICOANA,"Chicoana, Salta",Alianza Frente para la Victoria,3.09,6.39,4.68,2.83,66.02,15.49,1.51,349,722,529,320,7465,1751,171,79.82,14393,11489,0.86,0.06,0.66,99,7,76,SALTA
410,SALTA_GENERAL GUEMES,"General Guemes, Salta",Alianza Frente para la Victoria,3.23,4.44,3.51,2.29,73.61,11.95,0.97,752,1034,817,534,17140,2782,225,79.91,29701,23734,0.89,0.13,0.87,212,31,207,SALTA
411,SALTA_GUACHIPAS,"Guachipas, Salta",Alianza Frente para la Victoria,2.43,4.49,3.74,2.12,63.09,22.88,1.25,39,72,60,34,1012,367,20,78.66,2067,1626,0.98,0.0,0.37,16,0,6,SALTA
412,SALTA_IRUYA,"Iruya, Salta",Alianza Frente para la Victoria,1.26,2.24,2.53,0.73,83.08,9.24,0.92,26,46,52,15,1709,190,19,70.21,2961,2079,0.82,0.05,0.19,17,1,4,SALTA
413,SALTA_LA CALDERA,"La Caldera, Salta",Alianza Frente para la Victoria,3.79,15.55,4.88,3.45,54.09,16.36,1.88,191,784,246,174,2727,825,95,81.61,6276,5122,0.62,0.1,0.84,32,5,43,SALTA
414,SALTA_LA CANDELARIA,"La Candelaria, Salta",Alianza Frente para la Victoria,1.83,4.59,5.18,0.87,72.77,13.87,0.9,65,163,184,31,2587,493,32,76.37,4714,3600,0.64,0.14,0.47,23,5,17,SALTA
415,SALTA_LA POMA,"La Poma, Salta",Alianza Frente para la Victoria,1.65,4.61,5.71,1.87,71.24,13.94,0.99,15,42,52,17,649,127,9,74.19,1267,940,2.23,0.53,0.32,21,5,3,SALTA
416,SALTA_LA VIÑA,"La Viña, Salta",Alianza Frente para la Victoria,2.19,6.09,4.8,1.88,67.68,15.96,1.39,99,275,217,85,3058,721,63,79.85,5797,4629,1.02,0.11,1.27,47,5,59,SALTA
417,SALTA_LOS ANDES,"Los Andes, Salta",Alianza Frente para la Victoria,2.49,3.95,6.13,2.94,72.71,10.18,1.59,72,114,177,85,2099,294,46,68.32,4309,2944,1.43,0.0,0.51,42,0,15,SALTA
418,SALTA_METAN,"Metan, Salta",Alianza Frente para la Victoria,3.06,5.44,4.66,2.55,65.36,17.69,1.25,653,1161,995,545,13958,3778,267,74.76,29026,21701,0.82,0.1,0.66,179,22,143,SALTA
419,SALTA_MOLINOS,"Molinos, Salta",Alianza Frente para la Victoria,1.35,3.38,2.77,0.85,78.88,12.05,0.71,40,100,82,25,2331,356,21,74.41,4013,2986,0.84,0.0,0.2,25,0,6,SALTA
420,SALTA_ORAN,"Oran, Salta",Alianza Frente para la Victoria,2.58,3.37,4.54,2.98,74.55,10.48,1.5,1658,2172,2923,1916,47999,6749,969,73.44,89206,65512,0.82,0.18,0.72,537,115,474,SALTA
421,SALTA_RIVADAVIA,"Rivadavia, Salta",Alianza Frente para la Victoria,0.48,1.19,1.0,0.3,93.54,3.08,0.41,50,123,103,31,9679,319,42,70.33,14791,10403,0.37,0.06,0.11,39,6,11,SALTA
422,SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",Alianza Frente para la Victoria,4.41,5.03,4.26,1.43,68.03,15.81,1.04,688,784,664,223,10611,2466,162,74.56,21278,15865,0.97,0.09,0.62,154,14,99,SALTA
423,SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",Alianza Frente para la Victoria,2.97,8.98,4.42,3.34,61.94,16.66,1.7,579,1752,862,651,12089,3251,332,79.32,25059,19876,0.98,0.15,0.69,194,29,137,SALTA
424,SALTA_SAN CARLOS,"San Carlos, Salta",Alianza Frente para la Victoria,1.42,3.68,3.17,1.36,71.52,18.14,0.71,50,130,112,48,2524,640,25,74.22,4810,3570,0.76,0.08,0.31,27,3,11,SALTA
425,SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",Alianza Frente para la Victoria,1.27,2.25,2.31,2.2,82.54,8.57,0.86,928,1643,1692,1611,60352,6265,630,71.19,103882,73956,0.56,0.09,0.48,416,63,356,SALTA
426,SALTA_SANTA VICTORIA,"Santa Victoria, Salta",Alianza Frente para la Victoria,1.14,3.43,3.94,1.33,82.14,5.95,2.06,25,75,86,29,1794,130,45,59.63,3713,2214,0.86,0.05,0.45,19,1,10,SALTA
482,SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",Alianza Frente para la Victoria,0.74,3.51,3.65,0.3,67.55,24.05,0.19,27,128,133,11,2460,876,7,61.76,5988,3698,1.22,0.05,0.24,45,2,9,SANTIAGO DEL ESTERO
483,SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",Alianza Frente para la Victoria,0.55,0.81,1.07,0.36,89.71,7.16,0.33,34,50,66,22,5510,440,20,60.02,10325,6197,0.66,0.0,0.23,41,0,14,SANTIAGO DEL ESTERO
484,SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",Alianza Frente para la Victoria,0.75,0.84,1.7,0.32,93.74,2.42,0.23,42,47,95,18,5237,135,13,67.85,8267,5609,0.21,0.0,0.18,12,0,10,SANTIAGO DEL ESTERO
485,SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",Alianza Frente para la Victoria,0.58,2.88,2.66,0.53,88.14,4.91,0.3,52,257,237,47,7866,438,27,61.45,14665,9012,0.69,0.01,0.28,62,1,25,SANTIAGO DEL ESTERO
486,SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",Alianza Frente para la Victoria,1.66,3.4,2.62,1.3,84.12,6.23,0.67,1108,2270,1752,865,56173,4158,448,71.56,94877,67897,1.06,0.04,0.55,722,26,375,SANTIAGO DEL ESTERO
487,SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",Alianza Frente para la Victoria,2.57,7.8,8.82,0.85,66.3,12.89,0.78,106,322,364,35,2736,532,32,71.27,5903,4207,1.66,0.0,0.24,70,0,10,SANTIAGO DEL ESTERO
488,SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",Alianza Frente para la Victoria,2.49,6.76,4.61,1.81,73.84,9.47,1.01,3330,9047,6171,2424,98750,12667,1355,72.68,187420,136222,1.1,0.04,0.68,1502,53,923,SANTIAGO DEL ESTERO
489,SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",Alianza Frente para la Victoria,1.73,4.94,2.71,0.89,82.84,6.14,0.75,308,882,484,159,14782,1095,133,73.82,24641,18190,1.24,0.06,0.61,225,11,111,SANTIAGO DEL ESTERO
490,SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",Alianza Frente para la Victoria,0.53,1.3,1.94,0.35,91.17,4.39,0.33,63,153,229,41,10763,518,39,65.69,18149,11922,0.75,0.05,0.17,90,6,20,SANTIAGO DEL ESTERO
491,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",Alianza Frente para la Victoria,0.46,0.69,1.22,0.31,94.61,2.28,0.43,28,42,74,19,5736,138,26,50.13,12181,6106,0.47,0.02,0.21,29,1,13,SANTIAGO DEL ESTERO
492,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",Alianza Frente para la Victoria,0.72,1.24,1.5,0.35,92.66,3.4,0.14,25,43,52,12,3220,118,5,69.17,5099,3527,1.05,0.03,0.4,37,1,14,SANTIAGO DEL ESTERO
493,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",Alianza Frente para la Victoria,0.92,1.31,1.69,0.41,93.48,1.91,0.28,60,85,110,27,6083,124,18,71.2,9202,6552,0.46,0.0,0.23,30,0,15,SANTIAGO DEL ESTERO
494,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",Alianza Frente para la Victoria,0.5,1.28,2.39,0.19,91.65,3.83,0.16,34,86,161,13,6182,258,11,66.81,10216,6825,0.89,0.09,0.19,61,6,13,SANTIAGO DEL ESTERO
495,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",Alianza Frente para la Victoria,1.16,2.05,2.51,0.79,84.9,6.46,2.11,101,179,219,69,7396,563,184,62.84,14016,8808,0.84,0.03,0.23,74,3,20,SANTIAGO DEL ESTERO
496,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",Alianza Frente para la Victoria,0.53,4.27,4.0,0.27,68.0,22.13,0.8,2,16,15,1,255,83,3,31.33,1251,392,3.32,0.0,1.02,13,0,4,SANTIAGO DEL ESTERO
497,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",Alianza Frente para la Victoria,0.8,2.1,2.54,0.42,87.1,5.67,1.36,112,293,355,58,12157,792,190,67.81,20823,14120,0.91,0.06,0.18,128,9,26,SANTIAGO DEL ESTERO
498,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",Alianza Frente para la Victoria,1.86,4.01,2.73,0.74,80.05,9.94,0.67,138,297,202,55,5933,737,50,69.87,10770,7525,1.3,0.0,0.2,98,0,15,SANTIAGO DEL ESTERO
499,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",Alianza Frente para la Victoria,0.73,1.59,2.08,0.26,90.87,4.23,0.24,67,147,192,24,8379,390,22,65.59,14211,9321,0.84,0.0,0.24,78,0,22,SANTIAGO DEL ESTERO
500,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",Alianza Frente para la Victoria,1.37,4.42,8.39,0.87,76.4,8.12,0.42,55,177,336,35,3059,325,17,52.77,7777,4104,1.49,0.0,0.95,61,0,39,SANTIAGO DEL ESTERO
501,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",Alianza Frente para la Victoria,1.14,2.22,2.73,0.83,87.99,4.55,0.54,314,612,754,228,24274,1256,149,73.76,37934,27981,0.82,0.05,0.54,229,13,152,SANTIAGO DEL ESTERO
502,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",Alianza Frente para la Victoria,2.49,15.93,8.17,0.46,58.94,13.27,0.75,60,384,197,11,1421,320,18,68.08,3593,2446,1.14,0.08,0.2,28,2,5,SANTIAGO DEL ESTERO
503,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",Alianza Frente para la Victoria,1.87,2.29,3.03,0.63,85.98,5.7,0.49,389,476,630,130,17848,1183,102,71.23,29536,21039,0.95,0.04,0.35,200,8,73,SANTIAGO DEL ESTERO
504,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",Alianza Frente para la Victoria,0.55,0.98,1.77,0.26,92.84,3.34,0.26,23,41,74,11,3888,140,11,54.57,7763,4236,0.97,0.05,0.12,41,2,5,SANTIAGO DEL ESTERO
505,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",Alianza Frente para la Victoria,0.74,0.87,1.85,0.24,93.35,2.67,0.29,28,33,70,9,3535,101,11,58.64,6514,3820,0.6,0.0,0.26,23,0,10,SANTIAGO DEL ESTERO
506,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",Alianza Frente para la Victoria,1.02,1.2,3.65,0.42,91.03,2.57,0.12,17,20,61,7,1523,43,2,64.12,2645,1696,1.06,0.0,0.29,18,0,5,SANTIAGO DEL ESTERO
507,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",Alianza Frente para la Victoria,0.75,0.82,2.06,0.21,91.85,4.19,0.13,29,32,80,8,3574,163,5,67.41,5848,3942,0.84,0.03,0.43,33,1,17,SANTIAGO DEL ESTERO
508,SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",Alianza Frente para la Victoria,1.38,3.67,2.72,0.57,85.42,5.75,0.49,238,634,469,98,14751,993,85,65.5,26748,17521,1.18,0.02,0.25,207,3,43,SANTIAGO DEL ESTERO
512,TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",Alianza Frente para la Victoria,3.14,6.92,2.23,0.91,69.99,15.98,0.83,488,1074,346,142,10869,2482,129,77.99,20184,15742,0.61,0.02,0.72,96,3,113,TUCUMAN
513,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",Alianza Frente para la Victoria,1.81,4.33,2.94,0.68,83.77,6.06,0.42,389,929,630,145,17978,1300,90,77.83,27877,21697,0.75,0.01,0.32,163,3,70,TUCUMAN
