,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
164,164,CHACO_INDEPENDENCIA,"Independencia, Chaco",UNION POR LA PATRIA,0.44,2.25,15.58,25.94,55.79,57,293,2026,3372,7253,65.01,20453,13297,1.95,0.05,0.23,259,6,CHACO
165,165,CHACO_LIBERTAD,"Libertad, Chaco",UNION POR LA PATRIA,0.79,2.56,27.61,28.93,40.11,78,254,2741,2872,3982,78.1,12933,10101,1.38,0.01,0.34,139,1,CHACO
166,166,CHACO_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Chaco",UNION POR LA PATRIA,0.92,2.15,20.91,22.83,53.19,373,867,8441,9213,21467,73.43,55812,40981,0.99,0.06,0.46,406,25,CHACO
167,167,CHACO_MAIPU,"Maipu, Chaco",UNION POR LA PATRIA,0.8,2.87,19.91,26.61,49.82,117,420,2915,3897,7295,66.64,22327,14878,1.41,0.04,0.12,210,6,CHACO
168,168,CHACO_MAYOR LUIS J. FONTANA,"Mayor Luis J. Fontana, Chaco",UNION POR LA PATRIA,0.97,5.94,21.02,30.33,41.74,361,2213,7833,11299,15552,71.69,52973,37975,1.39,0.08,0.42,528,30,CHACO
169,169,CHACO_O'HIGGINS,"O'Higgins, Chaco",UNION POR LA PATRIA,0.51,3.09,14.0,25.27,57.13,67,405,1835,3313,7489,70.13,18982,13312,1.21,0.07,0.25,161,9,CHACO
170,170,CHACO_PRESIDENCIA DE LA PLAZA,"Presidencia De La Plaza, Chaco",UNION POR LA PATRIA,0.46,2.9,24.28,23.17,49.18,37,231,1932,1844,3914,71.77,11300,8110,1.27,0.04,0.57,103,3,CHACO
171,171,CHACO_QUITILIPI,"Quitilipi, Chaco",UNION POR LA PATRIA,0.34,3.75,25.05,27.43,43.43,68,752,5021,5498,8706,67.94,29999,20381,1.29,0.04,0.31,263,9,CHACO
172,172,CHACO_SAN FERNANDO,"San Fernando, Chaco",UNION POR LA PATRIA,0.92,3.94,26.73,31.04,37.37,2508,10778,73064,84828,102150,76.76,363354,278907,0.98,0.3,0.73,2721,828,CHACO
173,173,CHACO_SAN LORENZO,"San Lorenzo, Chaco",UNION POR LA PATRIA,0.82,2.57,17.85,20.34,58.42,80,250,1738,1981,5689,71.62,13868,9932,1.59,0.04,0.32,158,4,CHACO
174,174,CHACO_SARGENTO CABRAL,"Sargento Cabral, Chaco",UNION POR LA PATRIA,0.52,2.03,26.19,19.43,51.82,62,240,3094,2296,6123,74.87,15976,11962,1.04,0.06,0.13,125,7,CHACO
175,175,CHACO_TAPENAGA,"Tapenaga, Chaco",UNION POR LA PATRIA,0.23,2.31,27.5,21.58,48.38,5,50,595,467,1047,67.07,3280,2200,1.0,0.14,0.5,22,3,CHACO
232,232,CORRIENTES_BELLA VISTA,"Bella Vista, Corrientes",UNION POR LA PATRIA,0.91,3.42,27.55,24.62,43.51,238,892,7192,6427,11359,79.11,33475,26483,0.74,0.02,0.65,196,6,CORRIENTES
233,233,CORRIENTES_BERON DE ASTRADA,"Beron De Astrada, Corrientes",JUNTOS POR EL CAMBIO,0.59,1.63,41.83,23.71,32.23,12,33,845,479,651,75.21,2739,2060,0.49,0.39,1.07,10,8,CORRIENTES
234,234,CORRIENTES_CAPITAL,"Capital, Corrientes",JUNTOS POR EL CAMBIO,1.38,2.61,36.23,32.26,27.53,3317,6272,87094,77547,66176,79.15,310286,245590,0.84,0.16,1.11,2068,390,CORRIENTES
235,235,CORRIENTES_CONCEPCION,"Concepcion, Corrientes",UNION POR LA PATRIA,0.82,1.89,29.09,21.73,46.48,122,282,4342,3244,6938,78.31,19448,15229,1.12,0.03,0.83,170,4,CORRIENTES
236,236,CORRIENTES_CURUZU CUATIA,"Curuzu Cuatia, Corrientes",UNION POR LA PATRIA,1.1,4.22,28.92,24.98,40.78,317,1211,8297,7167,11700,73.72,39753,29305,0.99,0.05,1.05,291,14,CORRIENTES
237,237,CORRIENTES_EMPEDRADO,"Empedrado, Corrientes",UNION POR LA PATRIA,0.96,2.07,33.09,24.06,39.82,109,235,3753,2729,4516,77.35,14965,11576,0.92,0.05,1.05,106,6,CORRIENTES
238,238,CORRIENTES_ESQUINA,"Esquina, Corrientes",UNION POR LA PATRIA,0.56,3.37,24.09,21.66,50.32,124,741,5302,4769,11077,68.12,33153,22585,0.89,0.82,0.83,200,185,CORRIENTES
239,239,CORRIENTES_GENERAL ALVEAR,"General Alvear, Corrientes",UNION POR LA PATRIA,0.52,2.24,35.85,19.81,41.59,26,111,1779,983,2064,69.55,7261,5050,0.61,0.06,1.05,31,3,CORRIENTES
240,240,CORRIENTES_GENERAL PAZ,"General Paz, Corrientes",UNION POR LA PATRIA,0.72,1.73,37.0,19.26,41.3,80,193,4132,2151,4613,76.5,14805,11326,0.72,0.08,0.58,82,9,CORRIENTES
241,241,CORRIENTES_GOYA,"Goya, Corrientes",UNION POR LA PATRIA,0.96,3.11,28.26,20.25,47.42,591,1923,17451,12506,29289,78.41,80246,62920,0.88,0.05,0.91,553,33,CORRIENTES
242,242,CORRIENTES_ITATI,"Itati, Corrientes",JUNTOS POR EL CAMBIO,0.43,1.29,42.43,21.06,34.78,31,92,3028,1503,2482,69.42,10387,7211,0.55,0.04,0.44,40,3,CORRIENTES
243,243,CORRIENTES_ITUZAINGO,"Ituzaingo, Corrientes",JUNTOS POR EL CAMBIO,0.9,2.73,34.66,30.0,31.71,249,755,9595,8305,8779,71.32,39556,28212,0.87,0.05,0.95,246,14,CORRIENTES
244,244,CORRIENTES_LAVALLE,"Lavalle, Corrientes",UNION POR LA PATRIA,0.56,1.97,24.27,19.4,53.81,119,418,5158,4123,11437,77.18,28410,21926,2.3,0.05,0.71,505,11,CORRIENTES
245,245,CORRIENTES_MBURUCUYA,"Mburucuya, Corrientes",UNION POR LA PATRIA,0.66,1.27,32.58,15.41,50.08,48,92,2363,1118,3632,78.57,9386,7375,0.96,0.01,0.68,71,1,CORRIENTES
246,246,CORRIENTES_MERCEDES,"Mercedes, Corrientes",UNION POR LA PATRIA,0.93,3.83,27.66,28.55,39.03,263,1088,7863,8116,11095,76.9,38414,29539,2.67,0.17,0.93,789,49,CORRIENTES
247,247,CORRIENTES_MONTE CASEROS,"Monte Caseros, Corrientes",UNION POR LA PATRIA,1.1,3.61,26.37,29.68,39.23,279,912,6657,7495,9906,76.81,33424,25672,0.87,0.04,0.73,224,11,CORRIENTES
248,248,CORRIENTES_PASO DE LOS LIBRES,"Paso De Los Libres, Corrientes",UNION POR LA PATRIA,0.97,2.93,26.86,25.14,44.11,312,945,8666,8111,14235,69.98,47361,33144,1.73,0.04,0.87,574,13,CORRIENTES
249,249,CORRIENTES_SALADAS,"Saladas, Corrientes",UNION POR LA PATRIA,0.69,1.64,31.2,20.21,46.25,114,269,5120,3317,7590,80.92,20628,16693,0.81,0.1,0.78,136,17,CORRIENTES
250,250,CORRIENTES_SAN COSME,"San Cosme, Corrientes",JUNTOS POR EL CAMBIO,0.93,1.97,44.75,30.1,22.25,168,357,8121,5462,4038,74.8,24552,18365,0.4,0.05,0.75,73,9,CORRIENTES
251,251,CORRIENTES_SAN LUIS DEL PALMAR,"San Luis Del Palmar, Corrientes",JUNTOS POR EL CAMBIO,0.8,1.76,40.07,20.87,36.5,115,255,5790,3015,5274,80.89,18189,14713,0.84,0.09,0.86,124,13,CORRIENTES
252,252,CORRIENTES_SAN MARTIN,"San Martin, Corrientes",UNION POR LA PATRIA,0.92,1.89,35.75,21.88,39.57,81,166,3145,1925,3481,73.45,12190,8954,1.28,0.06,0.4,115,5,CORRIENTES
253,253,CORRIENTES_SAN MIGUEL,"San Miguel, Corrientes",UNION POR LA PATRIA,0.64,1.43,23.78,16.25,57.9,51,113,1883,1287,4586,80.16,10081,8081,1.01,0.04,0.94,82,3,CORRIENTES
254,254,CORRIENTES_SAN ROQUE,"San Roque, Corrientes",UNION POR LA PATRIA,0.62,1.3,27.45,17.51,53.11,87,182,3837,2448,7423,77.21,18582,14347,1.76,0.09,0.72,253,13,CORRIENTES
255,255,CORRIENTES_SANTO TOME,"Santo Tome, Corrientes",UNION POR LA PATRIA,1.04,3.32,28.02,31.32,36.29,423,1358,11446,12794,14822,77.3,54694,42280,2.08,0.12,1.2,878,51,CORRIENTES
256,256,CORRIENTES_SAUCE,"Sauce, Corrientes",UNION POR LA PATRIA,0.68,3.92,29.15,15.72,50.53,39,223,1660,895,2877,70.58,8227,5807,1.07,0.07,0.81,62,4,CORRIENTES
274,274,FORMOSA_BERMEJO,"Bermejo, Formosa",UNION POR LA PATRIA,0.31,0.99,10.18,18.9,69.61,30,95,974,1808,6660,71.47,13567,9697,1.09,0.1,0.14,106,10,FORMOSA
275,275,FORMOSA_FORMOSA,"Formosa, Formosa",UNION POR LA PATRIA,1.02,3.48,17.68,35.53,42.29,1614,5531,28113,56494,67231,77.41,209699,162328,1.32,0.04,0.7,2140,69,FORMOSA
276,276,FORMOSA_LAISHI,"Laishi, Formosa",UNION POR LA PATRIA,0.51,1.78,12.93,27.63,57.15,66,232,1685,3602,7450,77.58,17107,13272,1.36,0.05,0.38,180,6,FORMOSA
277,277,FORMOSA_MATACOS,"Matacos, Formosa",UNION POR LA PATRIA,0.36,1.44,6.84,21.32,70.04,36,143,678,2113,6942,74.13,13585,10071,1.12,0.08,0.38,113,8,FORMOSA
278,278,FORMOSA_PATIÑO,"Patiño, Formosa",UNION POR LA PATRIA,0.52,1.31,14.07,23.47,60.64,243,609,6554,10931,28246,73.17,64841,47443,1.22,0.18,0.41,578,87,FORMOSA
279,279,FORMOSA_PILAGAS,"Pilagas, Formosa",UNION POR LA PATRIA,0.74,1.23,9.57,22.81,65.64,95,158,1225,2920,8402,76.58,16989,13011,1.12,0.08,0.42,146,11,FORMOSA
280,280,FORMOSA_PILCOMAYO,"Pilcomayo, Formosa",UNION POR LA PATRIA,0.64,1.92,13.99,25.36,58.09,359,1086,7895,14313,32787,74.67,76951,57457,1.21,0.07,0.49,696,38,FORMOSA
281,281,FORMOSA_PIRANE,"Pirane, Formosa",UNION POR LA PATRIA,0.73,2.11,17.21,25.56,54.4,304,879,7161,10637,22640,74.73,56862,42492,1.46,0.05,0.54,620,23,FORMOSA
282,282,FORMOSA_RAMON LISTA,"Ramon Lista, Formosa",UNION POR LA PATRIA,0.28,0.68,9.16,12.33,77.54,25,60,812,1093,6871,70.08,12819,8984,1.07,0.14,0.16,96,13,FORMOSA
357,357,MISIONES_25 DE MAYO,"25 De Mayo, Misiones",UNION POR LA PATRIA,0.98,2.64,7.97,37.49,50.92,172,464,1399,6579,8936,70.54,26247,18514,5.11,0.01,0.09,946,1,MISIONES
358,358,MISIONES_APOSTOLES,"Apostoles, Misiones",LA LIBERTAD AVANZA,1.31,3.85,16.72,40.43,37.69,374,1099,4774,11542,10761,78.89,37200,29346,2.05,0.05,0.61,602,15,MISIONES
359,359,MISIONES_CAINGUAS,"Cainguas, Misiones",LA LIBERTAD AVANZA,1.18,3.93,8.78,44.7,41.4,406,1356,3028,15416,14278,76.94,47081,36225,4.43,0.01,0.36,1604,5,MISIONES
360,360,MISIONES_CANDELARIA,"Candelaria, Misiones",UNION POR LA PATRIA,1.22,3.89,13.95,37.88,43.06,266,846,3033,8236,9362,76.18,29370,22373,2.17,0.05,0.6,485,11,MISIONES
361,361,MISIONES_CAPITAL,"Capital, Misiones",LA LIBERTAD AVANZA,1.42,4.85,20.56,40.93,32.24,3108,10642,45084,89756,70709,76.07,296496,225555,1.99,0.08,0.7,4494,183,MISIONES
362,362,MISIONES_CONCEPCION,"Concepcion, Misiones",UNION POR LA PATRIA,0.96,3.52,24.56,28.98,42.0,56,206,1439,1698,2461,74.89,8072,6045,2.71,0.0,0.35,164,0,MISIONES
363,363,MISIONES_ELDORADO,"Eldorado, Misiones",LA LIBERTAD AVANZA,2.62,4.53,11.59,42.68,38.58,1354,2339,5991,22055,19934,76.68,69540,53325,2.37,0.07,0.66,1262,37,MISIONES
364,364,MISIONES_GENERAL MANUEL BELGRANO,"General Manuel Belgrano, Misiones",LA LIBERTAD AVANZA,1.27,3.35,8.26,47.24,39.88,330,873,2151,12297,10382,71.77,37647,27021,3.13,0.02,0.5,847,6,MISIONES
365,365,MISIONES_GUARANI,"Guarani, Misiones",LA LIBERTAD AVANZA,1.09,3.25,8.23,44.29,43.14,451,1344,3399,18292,17819,72.5,61046,44258,6.13,0.02,0.52,2714,11,MISIONES
366,366,MISIONES_IGUAZU,"Iguazu, Misiones",LA LIBERTAD AVANZA,1.37,4.11,13.05,46.51,34.97,761,2287,7268,25901,19478,73.68,77611,57183,1.92,0.06,0.62,1098,37,MISIONES
367,367,MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",LA LIBERTAD AVANZA,1.03,4.13,13.56,45.55,35.73,331,1323,4343,14587,11443,80.26,41624,33409,3.55,0.07,0.52,1187,22,MISIONES
368,368,MISIONES_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Misiones",LA LIBERTAD AVANZA,1.06,3.91,12.31,45.57,37.16,329,1218,3837,14202,11580,77.91,41274,32157,2.48,0.04,0.56,796,14,MISIONES
369,369,MISIONES_MONTECARLO,"Montecarlo, Misiones",LA LIBERTAD AVANZA,1.6,4.51,11.24,41.47,41.18,362,1019,2542,9374,9310,76.7,30117,23101,1.53,0.05,0.56,354,11,MISIONES
370,370,MISIONES_OBERA,"Obera, Misiones",LA LIBERTAD AVANZA,1.24,3.83,13.07,42.95,38.91,867,2671,9123,29977,27163,77.09,93381,71987,2.52,0.02,0.49,1817,17,MISIONES
371,371,MISIONES_SAN IGNACIO,"San Ignacio, Misiones",UNION POR LA PATRIA,0.97,3.5,12.52,39.61,43.4,357,1290,4621,14618,16015,76.15,49830,37947,2.27,0.06,0.42,862,23,MISIONES
372,372,MISIONES_SAN JAVIER,"San Javier, Misiones",UNION POR LA PATRIA,1.03,2.75,13.06,37.5,45.67,140,375,1781,5116,6230,76.05,18653,14186,3.26,0.07,0.5,463,10,MISIONES
373,373,MISIONES_SAN PEDRO,"San Pedro, Misiones",UNION POR LA PATRIA,2.17,3.58,5.68,34.9,53.67,372,614,974,5983,9201,75.12,24015,18039,4.85,0.02,0.09,875,3,MISIONES
